targets,texts
1,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt
0,"princess, is your kitty shaved or natural?"
1,did you hear about the new divorce barbie? it comes with all of ken's stuff!
0,that's the way you should stay oh.
0,aathi..where are you dear..
0,i thk ü gotta go home by urself. cos i'll b going out shopping 4 my frens present.
0,"no shit, but i wasn't that surprised, so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn't let him fuck me"
1,"for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
0,"if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
0,"i can't right this second, gotta hit people up first"
0,how stupid to say that i challenge god.you dont think at all on what i write instead you respond immed.
0,i was gonna ask you lol but i think its at 7
0,ok that's great thanx a lot.
0,"sorry, got a late start, we're on the way"
1,i'd like to tell you my deepest darkest fantasies. call me 09094646631 just 60p/min. to stop texts call 08712460324 (nat rate)
0,oh gei. that happend to me in tron. maybe ill dl it in 3d when its out
0,after completed degree. there is no use in joining finance.
0,k..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
0,it's really getting me down just hanging around.
0,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
0,been running but only managed 5 minutes and then needed oxygen! might have to resort to the roller option!
0,hasn't that been the pattern recently crap weekends?
0,k and you're sure i don't have to have consent forms to do it :v
0,so wat's da decision?
0,did u download the fring app?
0,hi petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
0,love it! i want to flood that pretty pussy with cum...
0,i am great princess! what are you thinking about me? :)
0,headin towards busetop
0,ok going to sleep. hope i can meet her.
0,i want to grasp your pretty booty :)
0,did u find out what time the bus is at coz i need to sort some stuff out.
1,"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
0,i accidentally brought em home in the box
0,thats cool princess! i will cover your face in hot sticky cum :)
0,company is very good.environment is terrific and food is really nice:)
0,yup...
0,haha... hope ü can hear the receipt sound... gd luck!
1,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 08000930705
0,"like i made him throw up when we were smoking in our friend's car one time, it was awesome"
0,"aight, sounds good. when do you want me to come down?"
1,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1
0,i know i'm lacking on most of this particular dramastorm's details but for the most part i'm not worried about that
0,"i'm in solihull, | do you want anything?"
0,don know..wait i will check it.
0,as per your request 'melle melle (oru minnaminunginte nurungu vettam)' has been set as your callertune for all callers. press *9 to copy your friends callertune
0,k.:)you are the only girl waiting in reception ah?
0,"sure, whenever you show the fuck up &gt;:("
0,"good afternoon sexy buns! how goes the job search ? i wake and you are my first thought as always, my love. i wish your fine and happy and know i adore you!"
0,how dare you stupid. i wont tell anything to you. hear after i wont talk to you:-.
0,"doing nothing, then u not having dinner w us?"
0,if we win its really no 1 side for long time.
0,reckon need to be in town by eightish to walk from * carpark.
1,freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile dating service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!
0,so that takes away some money worries
0,bring it if you got it
0,ok can...
1,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls£1/minmobsmorelkpobox177hp51fl
0,stupid auto correct on my phone
0,u r too much close to my heart. if u go away i will be shattered. plz stay with me.
0,yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
0,i place all ur points on e cultures module already.
0,now am free call me pa.
0,sorry sent blank msg again. yup but trying 2 do some serious studying now.
0,sounds like something that someone testing me would sayy
0,pls give her the food preferably pap very slowly with loads of sugar. you can take up to an hour to give it. and then some water. very very slowly.
0,"aiyo... her lesson so early... i'm still sleepin, haha... okie, u go home liao den confirm w me lor..."
0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
0,well. im computerless. time to make some oreo truffles
0,probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.
0,yeah that's the impression i got
0,printer is cool. i mean groovy. wine is groovying
1,enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: 09701213186
0,"yes, i'm small kid.. and boost is the secret of my energy.."
0,i'm putting it on now. it should be ready for  &lt;time&gt;
0,he fucking chickened out. he messaged me he would be late and woould buzz me and then i didn't hear a word from him
0,yes i started to send requests to make it but pain came back so i'm back in bed. double coins at the factory too. i gotta cash in all my nitros.
0,s:-)kallis wont play in first two odi:-)
1,"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors free from your mobile by dialling 402."
0,and miss vday the parachute and double coins??? u must not know me very well...
0,"come to me right now, ahmad"
0,"once a fishrman woke early in d mrng. it was very dark. he waited a while &amp; found a sack ful of stones. he strtd throwin thm in2 d sea 2 pass time. atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. moral:dont wake up early in d mrng'' good night"
0,* thought i didn't see you.
0,hey whats up? u sleeping all morning?
0,ultimately tor motive tui achieve korli.
0,"thank you for calling.forgot to say happy onam to you sirji.i am fine here and remembered you when i met an insurance person.meet you in qatar insha allah.rakhesh, ex tata aig who joined tissco,tayseer."
0,"total disappointment, when i texted you was the craziest shit got :("
0,you in your room? i need a few
0,wot is u up 2 then bitch?
0,hello- thanx for taking that call. i got a job! starts on monday!
0,i've not sent it. he can send me.
1,urgent! please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. t &cs sae po box 177 m227xy. 16+
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. can u 4fil theirs? text cute to 69911(£1.50p. m)
0,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
0,eh ur laptop got no stock lei... he say mon muz come again to take a look c got a not...
0,ok...
0,sorry i missed your call. can you please call back.
1,"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. £3.00 subs 16"
0,hey i've booked the 2 lessons on sun liao...
1,private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code: 41685 expires 07/11/04
0,i wanna watch that movie
0,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...
0,carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and i'll tell him to haul ass
0,love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!
0,in that case i guess i'll see you at campus lodge
0,hi darlin how was work did u get into trouble? ijust talked to your mum all morning! i had a really good time last night im goin out soon but call me if u can
0,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling!!
0,okay lor... will they still let us go a not ah? coz they will not know until later. we drop our cards into the box right?
0,oh god..taken the teeth?is it paining
0,u wake up already? thanx 4 e tau sar piah it's quite nice.
